LABID,prod,val,MS43,MS45,MS51,MS54,times.run,genos.10readsMin,genos.20readsMin
z0207778,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0195672,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,95,44
z0195669,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,55,26
z0195681,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,51,19
z0195662,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,49,11
z0195680,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,41,13
z0195679,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,33,12
z0195646,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,16,1
z0043979,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,2,2
z0195645,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,1,1
z0195656,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,1,1
